n,positive_rate,predicted_positive_rate,accuracy,precision,recall,f1,log_loss,brier_score,roc_auc,tn,fp,fn,tp,fold
66,0.6363636363636364,0.5757575757575758,0.696969696969697,0.7894736842105263,0.7142857142857143,0.75,0.5721015366814132,0.19367167581872757,0.7519841269841271,16,8,12,30,Pooled OOS: Open 2 + Open 3
