n,positive_rate,predicted_positive_rate,accuracy,precision,recall,f1,log_loss,brier_score,roc_auc,tn,fp,fn,tp,fold,train_n,test_n,train_positive_rate
33,0.5454545454545454,0.5757575757575758,0.7272727272727273,0.7368421052631579,0.7777777777777778,0.7567567567567568,0.6464292054108368,0.21423938153474023,0.837037037037037,10,5,4,14,Fold 1: Open 1 -> Open 2,33,33,0.6363636363636364
33,0.7272727272727273,0.42424242424242425,0.6363636363636364,0.9285714285714286,0.5416666666666666,0.6842105263157895,1.0909494074787138,0.28073753257039485,0.7685185185185185,8,1,11,13,Fold 2: Open 1+2 -> Open 3,66,33,0.5909090909090909
