n,positive_rate,predicted_positive_rate,accuracy,precision,recall,f1,log_loss,brier_score,roc_auc,tn,fp,fn,tp,fold
66,0.6363636363636364,0.5,0.6818181818181818,0.8181818181818182,0.6428571428571429,0.72,0.8686893064447752,0.2474884570525675,0.7817460317460317,18,6,15,27,Pooled OOS: Open 2 + Open 3
