n,positive_rate,predicted_positive_rate,accuracy,precision,recall,f1,log_loss,brier_score,roc_auc,tn,fp,fn,tp,fold
66,0.6363636363636364,0.696969696969697,0.6363636363636364,0.6956521739130435,0.7619047619047619,0.7272727272727273,0.6694251217113986,0.23697897889453162,0.6438492063492064,10,14,10,32,Pooled OOS: Open 2 + Open 3
